"","ID","Release_number","interview_id","State","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","life_satisfaction","hd_employ_status","hd_occ","hd_ind","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_change_in_marital_status","hd_edu","wf_edu"
"23",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,5,684,41,0,4,2009,37,1,36,2,13,1,2,1,960,418,0,5,1,0,0,5,28,5,25000,0,2,190,9,3,197,3,1,1,5,0,8,1,3,5,0,8,9,12,1
"26",26,5,950,41,0,4,2009,32,1,0,1,6,4,2,1,22,77,0,5,2,0,0,0,0,20,45000,0,3,250,3,0,0,0,0,0,0,0,0,1,3,5,0,0,11,0,2
"27",27,5,8468,41,8,4,2009,33,1,30,3,1,1,2,1,620,77,0,5,1,401,868,5,28,5,70000,55000,2,195,10,2,135,4,1,1,1,1,8,1,1,5,0,8,12,13,8
"28",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,5,8471,41,0,5,2009,64,2,0,0,0,3,3,6,0,0,0,5,3,0,0,0,0,1,0,0,5,196,8,0,0,0,0,0,0,0,0,1,3,5,0,8,10,0,2
"35",35,5,163,41,0,5,2009,46,1,44,0,0,1,2,1,470,538,0,5,1,0,0,5,20,2,32000,0,3,212,0,4,170,11,1,1,1,1,8,1,1,5,0,8,12,13,1
"36",36,5,8465,41,1,5,2009,44,2,0,0,0,5,2,5,0,0,0,5,3,0,0,0,0,10,0,0,3,316,7,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,5
"37",37,5,8470,41,0,5,2009,42,1,37,2,14,4,3,1,562,538,0,5,1,476,538,5,998,0,25000,9999998,1,250,3,1,230,3,1,1,5,0,1,1,3,5,0,8,10,12,1
"38",38,5,8312,41,1,5,2009,26,1,25,1,1,1,3,1,871,187,0,1,1,365,507,5,14,2,20000,26000,3,155,7,2,120,7,1,1,1,0,0,1,1,1,0,0,12,12,1
"39",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",45,5,3976,12,0,5,2009,36,1,24,1,2,1,2,1,36,107,0,5,1,0,0,5,24,1,178000,0,4,215,2,2,126,10,1,1,1,2,0,1,0,0,0,0,17,14,1
"46",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,5,2409,12,0,6,2009,87,2,0,0,0,3,2,4,0,0,0,5,3,0,0,0,0,0,0,0,2,175,0,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"51",51,5,539,26,0,6,2009,54,1,53,0,0,1,1,1,325,748,0,5,1,0,0,5,5,0,90000,0,1,195,3,1,150,3,1,1,1,4,8,1,1,1,5,8,17,16,1
"52",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,5,497,24,1,6,2009,34,1,34,2,1,1,2,1,980,968,0,5,1,313,819,5,10,5,72000,25000,1,200,1,1,115,1,1,1,1,4,1,1,1,1,4,0,16,16,1
"54",54,5,847,9,0,6,2009,28,1,0,0,0,2,1,1,980,968,0,5,2,0,0,0,0,12,70000,0,1,220,1,0,0,0,0,0,0,0,0,1,1,1,4,8,16,0,2
"55",55,5,2267,29,0,6,2009,27,1,0,0,0,2,1,1,980,968,0,5,2,0,0,0,0,3,60000,0,2,205,2,0,0,0,0,0,0,0,0,1,1,1,4,8,16,0,2
"56",56,5,858,14,0,6,2009,24,1,0,0,0,2,1,7,0,0,0,5,2,0,0,0,0,15,0,0,1,185,3,0,0,0,0,0,0,0,0,1,1,1,5,8,17,0,2
"57",57,5,4485,12,1,6,2009,64,1,60,0,0,1,3,4,624,77,0,5,1,883,507,5,2,8,0,25000,4,250,10,4,170,7,1,1,1,1,8,1,3,5,0,0,11,13,1
"58",58,5,729,12,0,6,2009,35,1,36,3,2,1,2,1,80,107,0,5,1,313,819,5,20,3,69000,66582,1,170,11,1,130,6,1,1,1,4,0,1,1,1,4,0,16,16,1
"59",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,5,412,34,0,7,2009,54,1,55,0,0,1,3,5,626,77,0,5,1,365,809,5,8,8,200,35000,5,258,5,3,140,1,1,1,5,0,8,1,1,5,0,8,12,12,1
"62",62,5,470,34,0,7,2009,53,2,0,0,0,4,1,1,402,827,0,5,3,0,0,0,0,28,9999998,0,2,150,9,0,0,0,0,0,0,0,0,1,3,5,0,8,9,0,2
"63",63,5,424,34,1,7,2009,51,1,28,0,0,4,2,5,422,867,0,5,1,360,817,5,35,30,12516,16000,2,186,11,2,160,3,1,1,5,0,8,1,3,5,0,8,11,12,1
"64",64,5,576,34,0,7,2009,37,2,0,2,16,5,2,3,0,0,0,1,3,0,0,0,0,35,0,0,1,149,5,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"65",65,5,272,34,0,7,2009,35,1,35,2,10,1,1,3,913,617,0,1,1,405,868,5,25,0,9999998,9999999,1,285,9,4,998,0,1,1,5,0,0,1,3,5,0,0,11,12,1
"66",66,5,416,34,0,7,2009,34,1,0,0,0,4,2,1,633,77,0,5,2,0,0,0,0,10,24000,0,2,190,9,0,0,0,0,0,0,0,0,1,3,5,0,0,11,0,2
"67",67,5,2348,34,0,7,2009,34,2,0,0,0,4,3,1,360,827,0,5,3,0,0,0,0,4,9999998,0,3,165,5,0,0,0,0,0,0,0,0,1,3,5,0,8,11,0,2
"68",68,5,395,34,0,7,2009,32,1,30,0,0,1,2,1,726,469,0,5,1,999,999,5,35,0,23200,250,3,174,7,5,220,4,1,2,5,0,0,1,3,5,0,0,10,9,1
"69",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,5,645,34,0,7,2009,28,1,25,2,5,1,2,1,913,617,0,5,1,0,0,5,26,10,9999998,0,3,245,6,3,998,0,1,3,5,0,0,1,3,5,0,0,11,11,1
"71",71,5,871,34,0,7,2009,25,1,0,0,0,2,2,1,425,777,0,5,2,0,0,0,0,6,9999998,0,4,135,4,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"72",72,5,6730,34,5,7,2009,21,1,30,3,10,2,2,1,422,867,0,5,1,472,497,1,28,20,23000,400,1,185,9,2,190,4,1,1,5,0,0,1,1,5,0,0,12,12,8
"73",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",77,5,290,34,1,7,2009,53,2,0,1,17,4,3,4,0,0,0,5,3,0,0,0,0,35,0,0,4,225,4,0,0,0,0,0,0,0,0,1,3,5,0,8,11,0,2
"78",78,5,4986,12,0,7,2009,38,1,0,3,12,4,3,1,653,287,0,5,2,0,0,0,0,10,46423,0,3,185,6,0,0,0,0,0,0,0,0,1,1,5,0,1,12,0,2
"79",79,5,589,34,0,7,2009,39,1,35,1,6,1,2,1,961,878,0,5,1,830,907,1,14,7,9999998,9999998,2,170,2,2,148,2,1,3,5,0,8,1,3,5,0,8,99,11,1
"80",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",81,5,1005,34,0,7,2009,33,1,28,3,2,1,1,1,401,868,0,5,1,402,868,5,84,20,29000,11850,3,287,6,2,252,5,1,1,5,0,8,1,2,1,0,8,12,12,1
"82",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,5,3836,34,6,7,2009,20,1,19,1,1,2,2,1,913,617,0,5,1,405,868,5,10,0,3000,3000,3,260,0,3,120,2,1,1,5,0,8,1,1,5,0,0,12,12,8
"85",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,5,2007,32,0,10,2009,65,2,0,0,0,4,1,7,0,0,0,5,3,0,0,0,0,1,0,0,3,195,4,0,0,0,0,0,0,0,0,2,1,1,3,8,15,0,2
"90",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",91,5,3276,32,0,10,2009,45,2,0,1,16,5,1,1,200,809,0,1,3,0,0,0,0,6,28000,0,2,175,5,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"92",92,5,2239,32,0,10,2009,43,1,0,0,0,2,2,1,464,829,0,5,2,0,0,0,0,20,24000,0,3,150,8,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"93",93,5,2250,32,0,10,2009,62,1,0,0,0,4,4,1,422,827,0,5,2,0,0,0,0,10,11000,0,3,202,7,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"94",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,5,3006,19,2,10,2009,33,1,27,0,0,2,3,3,961,878,0,1,1,460,847,1,21,15,3800,1700,4,180,6,3,195,6,1,1,5,0,8,2,2,5,0,8,11,12,5
"96",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,5,6827,32,0,10,2009,45,2,0,0,0,5,2,1,451,898,0,5,3,0,0,0,0,3,25000,0,1,185,9,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2
"99",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,5,4256,32,0,10,2009,42,1,38,1,3,1,3,1,470,538,0,1,1,305,538,5,12,2,40000,114000,1,190,6,3,163,4,2,1,1,5,8,2,1,1,4,8,16,17,1
"101",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",103,5,258,4,0,11,2009,90,2,0,0,0,3,2,4,0,0,0,5,3,0,0,0,0,3,0,0,2,140,5,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"104",104,5,371,4,0,11,2009,56,1,0,0,0,4,3,1,193,59,0,5,2,0,0,0,0,8,9999999,0,2,180,0,0,0,0,0,0,0,0,0,1,1,1,2,0,14,0,2
"105",105,5,7,50,0,13,2009,80,1,78,0,0,1,1,4,0,0,0,5,1,0,0,5,8,10,0,0,3,180,8,4,140,3,1,1,5,0,8,1,3,5,0,1,10,12,1
"106",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,5,1062,50,0,13,2009,26,2,0,0,0,2,2,1,496,497,0,1,3,0,0,0,0,25,1200,0,1,135,5,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,2
"109",109,5,121,50,0,13,2009,60,1,57,0,0,1,2,4,141,739,0,5,1,0,0,5,25,10,0,0,3,210,0,3,140,0,1,1,1,1,1,1,1,1,2,8,14,13,1
"110",110,5,2794,50,0,13,2009,55,1,58,0,0,1,2,1,552,37,0,5,1,0,0,5,6,0,125649,0,2,245,1,4,135,3,1,1,1,3,0,1,1,5,0,0,12,15,1
"111",111,5,1613,50,0,13,2009,34,1,31,1,5,1,2,1,863,207,0,5,1,201,917,5,20,7,106370,11700,2,200,0,2,130,2,1,1,1,4,0,1,1,1,2,0,14,16,1
"112",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
